OBJECTID,Identifier,OccurrenceDate,DayofWeek,OccurrenceMonth,,OccurrenceDay,OccurrenceYear,OccurrenceHour,CompStatMonth,,CompStatDay,CompStatYear,Start Date,End Date,Date gap,Offense,OffenseClassification,Sector,Precinct,Borough,Jurisdiction,XCoordinate,YCoordinate,Latitude,Longitude
604,2.02E+14,2/10/2015 13:45,Tuesday,Feb,2,10,2015,1300,Apr,4,6,2015,2/10/2015,4/6/2015,55,RAPE,FELONY,M,67,Brooklyn,NYPD,998032,175598,40.64865009,-73.95033556
605,2.02E+14,2/10/2015 19:00,Tuesday,Feb,2,10,2015,1900,Feb,2,14,2015,2/10/2015,2/14/2015,4,RAPE,FELONY,B,78,Brooklyn,NYPD,991374,187228,40.68057972,-73.97431656
606,2.02E+14,2/12/2015 3:00,Thursday,Feb,2,12,2015,300,Feb,2,12,2015,2/12/2015,2/12/2015,0,RAPE,FELONY,G,123,Staten Island,NYPD,914725,125837,40.51180434,-74.25003459
607,2.02E+14,2/12/2015 21:00,Thursday,Feb,2,12,2015,2100,Feb,2,19,2015,2/12/2015,2/19/2015,7,RAPE,FELONY,M,120,Staten Island,NYPD,962748,174174,40.64472613,-74.07748316
608,2.02E+14,2/13/2015 7:30,Friday,Feb,2,13,2015,700,Mar,3,4,2015,2/13/2015,3/4/2015,19,RAPE,FELONY,B,34,Manhattan,NYPD,1002106,249501,40.85148777,-73.93545797
609,2.02E+14,2/13/2015 9:00,Friday,Feb,2,13,2015,900,Feb,2,23,2015,2/13/2015,2/23/2015,10,RAPE,FELONY,I,75,Brooklyn,NYPD,1017141,183798,40.67110691,-73.88143296
610,2.02E+14,2/13/2015 12:00,Friday,Feb,2,13,2015,1200,Apr,4,11,2015,2/13/2015,4/11/2015,57,RAPE,FELONY,D,102,Queens,NYPD,1030954,193887,40.69873677,-73.83156877
611,2.02E+14,2/14/2015 5:00,Saturday,Feb,2,14,2015,500,Feb,2,16,2015,2/14/2015,2/16/2015,2,RAPE,FELONY,F,75,Brooklyn,NYPD,1017141,183798,40.67110691,-73.88143296
612,2.02E+14,2/14/2015 9:00,Saturday,Feb,2,14,2015,900,Feb,2,14,2015,2/14/2015,2/14/2015,0,RAPE,FELONY,G,45,Bronx,NYPD,1032047,242037,40.83088999,-73.82728462
613,2.02E+14,2/15/2015 2:00,Sunday,Feb,2,15,2015,200,Feb,2,15,2015,2/15/2015,2/15/2015,0,RAPE,FELONY,D,114,Queens,NYPD,1007654,219564,40.76930609,-73.91550818
614,2.02E+14,2/15/2015 5:00,Sunday,Feb,2,15,2015,500,Apr,4,13,2015,2/15/2015,4/13/2015,57,RAPE,FELONY,K,109,Queens,NYPD,1032198,217060,40.76233422,-73.82691731
615,2.02E+14,2/16/2015 7:00,Monday,Feb,2,16,2015,700,Feb,2,16,2015,2/16/2015,2/16/2015,0,RAPE,FELONY,A,105,Queens,NYPD,1057636,203954,40.72618713,-73.7352339
616,2.02E+14,2/16/2015 15:00,Monday,Feb,2,16,2015,1500,Mar,3,1,2015,2/16/2015,3/1/2015,13,RAPE,FELONY,F,47,Bronx,NYPD-HOUSING BUREAU,1026387,262634,40.88745131,-73.84760779
617,2.02E+14,2/17/2015 0:30,Tuesday,Feb,2,17,2015,0,Feb,2,17,2015,2/17/2015,2/17/2015,0,RAPE,FELONY,B,69,Brooklyn,NYPD,1010641,175525,40.64842112,-73.90489711
618,2.02E+14,2/17/2015 17:00,Tuesday,Feb,2,17,2015,1700,Jul,7,4,2015,2/17/2015,7/4/2015,137,RAPE,FELONY,A,105,Queens,NYPD,1057636,203954,40.72618713,-73.7352339
619,2.02E+14,2/19/2015 0:00,Thursday,Feb,2,19,2015,1700,Mar,3,25,2015,2/19/2015,3/25/2015,34,RAPE,FELONY,G,66,Brooklyn,NYPD,986633,167258,40.62576896,-73.99141682
620,2.02E+14,2/19/2015 2:00,Thursday,Feb,2,19,2015,200,Feb,2,21,2015,2/19/2015,2/21/2015,2,RAPE,FELONY,E,73,Brooklyn,NYPD,1008276,183623,40.67065507,-73.91339092
621,2.02E+14,2/19/2015 6:00,Thursday,Feb,2,19,2015,600,Mar,3,25,2015,2/19/2015,3/25/2015,34,RAPE,FELONY,E,46,Bronx,NYPD,1011881,250411,40.85396027,-73.90012088
622,2.02E+14,2/19/2015 14:00,Thursday,Feb,2,19,2015,1400,Feb,2,26,2015,2/19/2015,2/26/2015,7,RAPE,FELONY,M,67,Brooklyn,NYPD,998032,175598,40.64865009,-73.95033556
623,2.02E+14,2/20/2015 16:00,Friday,Feb,2,20,2015,1600,Feb,2,20,2015,2/20/2015,2/20/2015,0,RAPE,FELONY,D,108,Queens,NYPD,996793,210001,40.74308017,-73.95473646
624,2.02E+14,2/20/2015 22:00,Friday,Feb,2,20,2015,2200,Feb,2,21,2015,2/20/2015,2/21/2015,1,RAPE,FELONY,D,1,Manhattan,NYPD,982285,201682,40.72025522,-74.00709028
625,2.02E+14,2/21/2015 1:00,Saturday,Feb,2,21,2015,100,Feb,2,25,2015,2/21/2015,2/25/2015,4,RAPE,FELONY,D,60,Brooklyn,NYPD,990922,149184,40.5761573,-73.9759838
626,2.02E+14,2/21/2015 1:00,Saturday,Feb,2,21,2015,100,Feb,2,21,2015,2/21/2015,2/21/2015,0,RAPE,FELONY,I,115,Queens,NYPD,1018699,215043,40.75686098,-73.87565666
627,2.02E+14,2/21/2015 2:30,Saturday,Feb,2,21,2015,200,Mar,3,2,2015,2/21/2015,3/2/2015,9,RAPE,FELONY,F,62,Brooklyn,NYPD,983393,158818,40.60260318,-74.00308766
628,2.02E+14,2/21/2015 7:20,Saturday,Feb,2,21,2015,700,Feb,2,22,2015,2/21/2015,2/22/2015,1,RAPE,FELONY,K,111,Queens,NYPD,1048565,216315,40.76018548,-73.76784259
629,2.02E+14,2/21/2015 10:30,Saturday,Feb,2,21,2015,1000,Feb,2,24,2015,2/21/2015,2/24/2015,3,RAPE,FELONY,F,41,Bronx,NYPD,1013232,236725,40.81639185,-73.89529641
630,2.02E+14,2/21/2015 11:00,Saturday,Feb,2,21,2015,1100,Feb,2,22,2015,2/21/2015,2/22/2015,1,RAPE,FELONY,A,61,Brooklyn,NYPD,995244,155739,40.59414517,-73.96041495
631,2.02E+14,2/21/2015 12:00,Saturday,Feb,2,21,2015,1200,May,5,22,2015,2/21/2015,5/22/2015,90,RAPE,FELONY,C,121,Staten Island,NYPD,942428,166536,40.62368882,-74.15065813
632,2.02E+14,2/22/2015 1:00,Sunday,Feb,2,22,2015,100,Feb,2,22,2015,2/22/2015,2/22/2015,0,RAPE,FELONY,J,52,Bronx,NYPD,1017542,255919,40.86905853,-73.87963015
633,2.02E+14,2/22/2015 2:00,Sunday,Feb,2,22,2015,200,Feb,2,23,2015,2/22/2015,2/23/2015,1,RAPE,FELONY,G,90,Brooklyn,NYPD-HOUSING BUREAU,997843,196573,40.70622201,-73.95097436
634,2.02E+14,2/23/2015 3:58,Monday,Feb,2,23,2015,300,Feb,2,23,2015,2/23/2015,2/23/2015,0,RAPE,FELONY,R,44,Bronx,NYPD,1006434,244344,40.83732351,-73.91983076
635,2.02E+14,2/23/2015 8:00,Monday,Feb,2,23,2015,800,Mar,3,3,2015,2/23/2015,3/3/2015,8,RAPE,FELONY,B,25,Manhattan,NYPD,1000555,230994,40.80069433,-73.94110929
636,2.02E+14,2/23/2015 8:30,Monday,Feb,2,23,2015,800,Feb,2,23,2015,2/23/2015,2/23/2015,0,RAPE,FELONY,M,18,Manhattan,NYPD-HOUSING BUREAU,988353,217918,40.76481827,-73.98518977
637,2.02E+14,2/23/2015 10:51,Monday,Feb,2,23,2015,1000,Feb,2,25,2015,2/23/2015,2/25/2015,2,RAPE,FELONY,A,114,Queens,NYPD-HOUSING BUREAU,1007654,219564,40.76930609,-73.91550818
638,2.02E+14,2/23/2015 23:00,Monday,Feb,2,23,2015,2300,Mar,3,21,2015,2/23/2015,3/21/2015,26,RAPE,FELONY,G,73,Brooklyn,NYPD-HOUSING BUREAU,1008276,183623,40.67065507,-73.91339092
639,2.02E+14,2/24/2015 16:25,Tuesday,Feb,2,24,2015,1600,Feb,2,25,2015,2/24/2015,2/25/2015,1,RAPE,FELONY,D,48,Bronx,NYPD,1011779,246746,40.84390126,-73.90050463
640,2.02E+14,2/25/2015 2:40,Wednesday,Feb,2,25,2015,200,Feb,2,25,2015,2/25/2015,2/25/2015,0,RAPE,FELONY,P,73,Brooklyn,NYPD,1008276,183623,40.67065507,-73.91339092
641,2.02E+14,2/26/2015 21:00,Thursday,Feb,2,26,2015,2100,Mar,3,6,2015,2/26/2015,3/6/2015,8,RAPE,FELONY,N,67,Brooklyn,NYPD,998032,175598,40.64865009,-73.95033556
642,2.02E+14,2/26/2015 23:00,Thursday,Feb,2,26,2015,2300,Mar,3,2,2015,2/26/2015,3/2/2015,4,RAPE,FELONY,G,14,Manhattan,NYPD,985679,213954,40.75393894,-73.99484366
643,2.02E+14,2/27/2015 23:00,Friday,Feb,2,27,2015,2300,May,5,13,2015,2/27/2015,5/13/2015,75,RAPE,FELONY,G,115,Queens,NYPD,1018699,215043,40.75686098,-73.87565666
644,2.02E+14,2/28/2015 0:30,Saturday,Feb,2,28,2015,0,Jun,6,14,2015,2/28/2015,6/14/2015,106,RAPE,FELONY,I,40,Bronx,NYPD,1004926,234532,40.81039602,-73.92531074
645,2.02E+14,2/28/2015 2:00,Saturday,Feb,2,28,2015,200,Jul,7,9,2015,2/28/2015,7/9/2015,131,RAPE,FELONY,F,83,Brooklyn,NYPD,1006965,193571,40.69796352,-73.91808336
646,2.02E+14,2/28/2015 14:30,Saturday,Feb,2,28,2015,1400,Mar,3,1,2015,2/28/2015,3/1/2015,1,RAPE,FELONY,F,42,Bronx,NYPD,1008798,238971,40.82256992,-73.91130717
647,2.02E+14,3/1/2015 0:01,Sunday,Mar,3,1,2015,0,Jul,7,24,2015,3/1/2015,7/24/2015,145,RAPE,FELONY,Q,109,Queens,NYPD,1032198,217060,40.76233422,-73.82691731
648,2.02E+14,3/1/2015 0:01,Sunday,Mar,3,1,2015,0,Sep,9,2,2015,3/1/2015,9/2/2015,185,RAPE,FELONY,F,106,Queens,NYPD,1028713,187853,40.6821864,-73.83969048
649,2.02E+14,3/1/2015 0:01,Sunday,Mar,3,1,2015,0,Apr,4,9,2015,3/1/2015,4/9/2015,39,RAPE,FELONY,C,66,Brooklyn,NYPD,986633,167258,40.62576896,-73.99141682
650,2.02E+14,3/1/2015 0:01,Sunday,Mar,3,1,2015,0,Jun,6,19,2015,3/1/2015,6/19/2015,110,RAPE,FELONY,A,101,Queens,NYPD,1053678,159044,40.60295159,-73.74997626
651,2.02E+14,3/1/2015 2:00,Sunday,Mar,3,1,2015,200,Mar,3,1,2015,3/1/2015,3/1/2015,0,RAPE,FELONY,B,48,Bronx,NYPD,1011779,246746,40.84390126,-73.90050463
652,2.02E+14,3/1/2015 8:00,Sunday,Mar,3,1,2015,800,Sep,9,7,2015,3/1/2015,9/7/2015,190,RAPE,FELONY,H,23,Manhattan,NYPD-HOUSING BUREAU,998730,226827,40.78926022,-73.94771
653,2.02E+14,3/2/2015 4:00,Monday,Mar,3,2,2015,400,Mar,3,3,2015,3/2/2015,3/3/2015,1,RAPE,FELONY,E,47,Bronx,NYPD,1026387,262634,40.88745131,-73.84760779
654,2.02E+14,3/2/2015 8:30,Monday,Mar,3,2,2015,800,Mar,3,12,2015,3/2/2015,3/12/2015,10,RAPE,FELONY,D,84,Brooklyn,NYPD,989013,192652,40.69546894,-73.98282508
655,2.02E+14,3/4/2015 0:30,Wednesday,Mar,3,4,2015,0,Mar,3,4,2015,3/4/2015,3/4/2015,0,RAPE,FELONY,I,83,Brooklyn,NYPD,1006965,193571,40.69796352,-73.91808336
656,2.02E+14,3/4/2015 13:30,Wednesday,Mar,3,4,2015,1300,Mar,3,4,2015,3/4/2015,3/4/2015,0,RAPE,FELONY,K,44,Bronx,NYPD,1006434,244344,40.83732351,-73.91983076
657,2.02E+14,3/5/2015 4:00,Thursday,Mar,3,5,2015,400,Mar,3,5,2015,3/5/2015,3/5/2015,0,RAPE,FELONY,F,10,Manhattan,NYPD,984623,209859,40.7426993,-73.99865538
658,2.02E+14,3/5/2015 19:30,Thursday,Mar,3,5,2015,1900,Mar,3,31,2015,3/5/2015,3/31/2015,26,RAPE,FELONY,G,81,Brooklyn,NYPD,1005218,190528,40.6896155,-73.92439311
659,2.02E+14,3/6/2015 1:40,Friday,Mar,3,6,2015,100,Mar,3,6,2015,3/6/2015,3/6/2015,0,RAPE,FELONY,D,23,Manhattan,NYPD,998730,226827,40.78926022,-73.94771
660,2.02E+14,3/6/2015 12:00,Friday,Mar,3,6,2015,1200,Mar,3,15,2015,3/6/2015,3/15/2015,9,RAPE,FELONY,E,43,Bronx,NYPD,1020316,239179,40.8231013,-73.86969046
661,2.02E+14,3/6/2015 13:00,Friday,Mar,3,6,2015,1300,May,5,15,2015,3/6/2015,5/15/2015,70,RAPE,FELONY,,23,Manhattan,NYPD,998730,226827,40.78926022,-73.94771
662,2.02E+14,3/6/2015 21:45,Friday,Mar,3,6,2015,2100,Mar,3,7,2015,3/6/2015,3/7/2015,1,RAPE,FELONY,I,70,Brooklyn,NYPD,991547,168934,40.63036655,-73.97371261
663,2.02E+14,3/6/2015 23:00,Friday,Mar,3,6,2015,2300,Aug,8,9,2015,3/6/2015,8/9/2015,156,RAPE,FELONY,H,14,Manhattan,NYPD,985679,213954,40.75393894,-73.99484366
664,2.02E+14,3/7/2015 2:30,Saturday,Mar,3,7,2015,200,Mar,3,9,2015,3/7/2015,3/9/2015,2,RAPE,FELONY,G,115,Queens,NYPD,1018699,215043,40.75686098,-73.87565666
665,2.02E+14,3/7/2015 4:30,Saturday,Mar,3,7,2015,400,Mar,3,8,2015,3/7/2015,3/8/2015,1,RAPE,FELONY,H,41,Bronx,NYPD,1013232,236725,40.81639185,-73.89529641
666,2.02E+14,3/7/2015 5:30,Saturday,Mar,3,7,2015,500,Mar,3,7,2015,3/7/2015,3/7/2015,0,RAPE,FELONY,D,71,Brooklyn,NYPD,998749,181383,40.6645275,-73.94773929
667,2.02E+14,3/7/2015 6:00,Saturday,Mar,3,7,2015,600,Mar,3,7,2015,3/7/2015,3/7/2015,0,RAPE,FELONY,D,121,Staten Island,NYPD,942428,166536,40.62368882,-74.15065813
668,2.02E+14,3/8/2015 2:00,Sunday,Mar,3,8,2015,200,Apr,4,20,2015,3/8/2015,4/20/2015,43,RAPE,FELONY,E,46,Bronx,NYPD,1011881,250411,40.85396027,-73.90012088
669,2.02E+14,3/8/2015 21:30,Sunday,Mar,3,8,2015,2100,Mar,3,10,2015,3/8/2015,3/10/2015,2,RAPE,FELONY,E,90,Brooklyn,NYPD,997843,196573,40.70622201,-73.95097436
670,2.02E+14,3/9/2015 12:45,Monday,Mar,3,9,2015,1200,Mar,3,9,2015,3/9/2015,3/9/2015,0,RAPE,FELONY,B,111,Queens,NYPD,1048565,216315,40.76018548,-73.76784259
671,2.02E+14,3/10/2015 3:00,Tuesday,Mar,3,10,2015,300,Mar,3,10,2015,3/10/2015,3/10/2015,0,RAPE,FELONY,A,66,Brooklyn,NYPD,986633,167258,40.62576896,-73.99141682
672,2.02E+14,3/10/2015 12:05,Tuesday,Mar,3,10,2015,1200,Mar,3,15,2015,3/10/2015,3/15/2015,5,RAPE,FELONY,A,5,Manhattan,NYPD-HOUSING BUREAU,984946,200203,40.71619591,-73.99749075
673,2.02E+14,3/11/2015 1:00,Wednesday,Mar,3,11,2015,100,Mar,3,13,2015,3/11/2015,3/13/2015,2,RAPE,FELONY,B,94,Brooklyn,NYPD,997313,204100,40.72688262,-73.95287135
674,2.02E+14,3/11/2015 6:00,Wednesday,Mar,3,11,2015,600,Apr,4,4,2015,3/11/2015,4/4/2015,24,RAPE,FELONY,B,47,Bronx,NYPD,1026387,262634,40.88745131,-73.84760779
675,2.02E+14,3/11/2015 8:50,Wednesday,Mar,3,11,2015,800,Mar,3,13,2015,3/11/2015,3/13/2015,2,RAPE,FELONY,A,81,Brooklyn,NYPD,1005218,190528,40.6896155,-73.92439311
676,2.02E+14,3/11/2015 15:30,Wednesday,Mar,3,11,2015,1500,Mar,3,11,2015,3/11/2015,3/11/2015,0,RAPE,FELONY,F,94,Brooklyn,NYPD,997313,204100,40.72688262,-73.95287135
677,2.02E+14,3/11/2015 16:00,Wednesday,Mar,3,11,2015,1600,Mar,3,11,2015,3/11/2015,3/11/2015,0,RAPE,FELONY,C,73,Brooklyn,NYPD,1008276,183623,40.67065507,-73.91339092
678,2.02E+14,3/11/2015 18:00,Wednesday,Mar,3,11,2015,1800,Mar,3,20,2015,3/11/2015,3/20/2015,9,RAPE,FELONY,G,71,Brooklyn,NYPD,998749,181383,40.6645275,-73.94773929
679,2.02E+14,3/12/2015 22:30,Thursday,Mar,3,12,2015,2200,Mar,3,15,2015,3/12/2015,3/15/2015,3,RAPE,FELONY,B,78,Brooklyn,NYPD,991374,187228,40.68057972,-73.97431656
680,2.02E+14,3/12/2015 23:30,Thursday,Mar,3,12,2015,2300,Mar,3,13,2015,3/12/2015,3/13/2015,1,RAPE,FELONY,A,33,Manhattan,NYPD,1001936,245282,40.8399082,-73.93608359
681,2.02E+14,3/13/2015 5:00,Friday,Mar,3,13,2015,500,Mar,3,13,2015,3/13/2015,3/13/2015,0,RAPE,FELONY,E,69,Brooklyn,NYPD,1010641,175525,40.64842112,-73.90489711
682,2.02E+14,3/13/2015 12:00,Friday,Mar,3,13,2015,1200,Mar,3,13,2015,3/13/2015,3/13/2015,0,RAPE,FELONY,B,48,Bronx,NYPD,1011779,246746,40.84390126,-73.90050463
683,2.02E+14,3/13/2015 18:00,Friday,Mar,3,13,2015,1800,Mar,3,13,2015,3/13/2015,3/13/2015,0,RAPE,FELONY,G,88,Brooklyn,NYPD,995188,190691,40.69008097,-73.96055993
684,2.02E+14,3/13/2015 18:00,Friday,Mar,3,13,2015,1800,Mar,3,15,2015,3/13/2015,3/15/2015,2,RAPE,FELONY,N,120,Staten Island,NYPD,962748,174174,40.64472613,-74.07748316
685,2.02E+14,3/13/2015 22:00,Friday,Mar,3,13,2015,2200,Mar,3,14,2015,3/13/2015,3/14/2015,1,RAPE,FELONY,F,60,Brooklyn,NYPD,990922,149184,40.5761573,-73.9759838
686,2.02E+14,3/14/2015 16:30,Saturday,Mar,3,14,2015,1600,Apr,4,10,2015,3/14/2015,4/10/2015,27,RAPE,FELONY,F,52,Bronx,NYPD,1017542,255919,40.86905853,-73.87963015
687,2.02E+14,3/15/2015 0:01,Sunday,Mar,3,15,2015,0,Mar,3,15,2015,3/15/2015,3/15/2015,0,RAPE,FELONY,B,69,Brooklyn,NYPD-HOUSING BUREAU,1010641,175525,40.64842112,-73.90489711
688,2.02E+14,3/15/2015 1:00,Sunday,Mar,3,15,2015,100,Mar,3,15,2015,3/15/2015,3/15/2015,0,RAPE,FELONY,E,75,Brooklyn,NYPD,1017141,183798,40.67110691,-73.88143296
689,2.02E+14,3/15/2015 2:30,Sunday,Mar,3,15,2015,200,Mar,3,15,2015,3/15/2015,3/15/2015,0,RAPE,FELONY,B,102,Queens,NYPD,1030954,193887,40.69873677,-73.83156877
690,2.02E+14,3/15/2015 3:00,Sunday,Mar,3,15,2015,300,Mar,3,18,2015,3/15/2015,3/18/2015,3,RAPE,FELONY,J,44,Bronx,NYPD,1006434,244344,40.83732351,-73.91983076
691,2.02E+14,3/15/2015 12:10,Sunday,Mar,3,15,2015,1200,Mar,3,15,2015,3/15/2015,3/15/2015,0,RAPE,FELONY,E,32,Manhattan,NYPD,999358,236472,40.81573205,-73.94542041
692,2.02E+14,3/15/2015 18:00,Sunday,Mar,3,15,2015,1800,Mar,3,17,2015,3/15/2015,3/17/2015,2,RAPE,FELONY,B,13,Manhattan,NYPD,988874,207673,40.73669807,-73.98331603
693,2.02E+14,3/16/2015 22:53,Monday,Mar,3,16,2015,2200,Mar,3,17,2015,3/16/2015,3/17/2015,1,RAPE,FELONY,B,9,Manhattan,NYPD,987624,203977,40.72655402,-73.98782843
694,2.02E+14,3/17/2015 0:00,Tuesday,Mar,3,17,2015,0,Mar,3,17,2015,3/17/2015,3/17/2015,0,RAPE,FELONY,A,75,Brooklyn,NYPD,1017141,183798,40.67110691,-73.88143296
695,2.02E+14,3/17/2015 1:24,Tuesday,Mar,3,17,2015,100,Apr,4,15,2015,3/17/2015,4/15/2015,29,RAPE,FELONY,A,48,Bronx,NYPD,1011779,246746,40.84390126,-73.90050463
696,2.02E+14,3/17/2015 1:24,Tuesday,Mar,3,17,2015,100,Apr,4,16,2015,3/17/2015,4/16/2015,30,RAPE,FELONY,A,48,Bronx,NYPD,1011779,246746,40.84390126,-73.90050463
697,2.02E+14,3/17/2015 21:35,Tuesday,Mar,3,17,2015,2100,Mar,3,17,2015,3/17/2015,3/17/2015,0,RAPE,FELONY,D,33,Manhattan,NYPD,1001936,245282,40.8399082,-73.93608359
698,2.02E+14,3/18/2015 4:00,Wednesday,Mar,3,18,2015,400,Mar,3,18,2015,3/18/2015,3/18/2015,0,RAPE,FELONY,E,17,Manhattan,NYPD,992411,215025,40.75687491,-73.97054406
699,2.02E+14,3/18/2015 12:00,Wednesday,Mar,3,18,2015,1200,Aug,8,5,2015,3/18/2015,8/5/2015,140,RAPE,FELONY,J,105,Queens,NYPD,1057636,203954,40.72618713,-73.7352339
700,2.02E+14,3/18/2015 12:00,Wednesday,Mar,3,18,2015,1200,Mar,3,20,2015,3/18/2015,3/20/2015,2,RAPE,FELONY,I,50,Bronx,NYPD,1011257,261130,40.88338258,-73.90233331
701,2.02E+14,3/19/2015 0:00,Thursday,Mar,3,19,2015,700,Mar,3,23,2015,3/19/2015,3/23/2015,4,RAPE,FELONY,E,77,Brooklyn,NYPD,1003606,185050,40.67458331,-73.93022154
702,2.02E+14,3/19/2015 0:00,Thursday,Mar,3,19,2015,0,May,5,2,2015,3/19/2015,5/2/2015,44,RAPE,FELONY,K,43,Bronx,NYPD,1020316,239179,40.8231013,-73.86969046
703,2.02E+14,3/19/2015 8:30,Thursday,Mar,3,19,2015,800,Mar,3,19,2015,3/19/2015,3/19/2015,0,RAPE,FELONY,H,72,Brooklyn,NYPD,983964,179071,40.65819343,-74.00103224
704,2.02E+14,3/19/2015 23:00,Thursday,Mar,3,19,2015,2300,Apr,4,8,2015,3/19/2015,4/8/2015,20,RAPE,FELONY,D,20,Manhattan,NYPD,991168,224929,40.78405987,-73.97502051
705,2.02E+14,3/20/2015 16:00,Friday,Mar,3,20,2015,1600,Mar,3,21,2015,3/20/2015,3/21/2015,1,RAPE,FELONY,P,32,Manhattan,NYPD,999358,236472,40.81573205,-73.94542041
706,2.02E+14,3/20/2015 17:00,Friday,Mar,3,20,2015,1700,Mar,3,20,2015,3/20/2015,3/20/2015,0,RAPE,FELONY,B,13,Manhattan,OTHER,988874,207673,40.73669807,-73.98331603
707,2.02E+14,3/21/2015 11:00,Saturday,Mar,3,21,2015,1100,Mar,3,23,2015,3/21/2015,3/23/2015,2,RAPE,FELONY,G,43,Bronx,NYPD,1020316,239179,40.8231013,-73.86969046
708,2.02E+14,3/21/2015 17:00,Saturday,Mar,3,21,2015,1700,Mar,3,21,2015,3/21/2015,3/21/2015,0,RAPE,FELONY,A,47,Bronx,NYPD-HOUSING BUREAU,1026387,262634,40.88745131,-73.84760779
709,2.02E+14,3/21/2015 18:40,Saturday,Mar,3,21,2015,1800,Mar,3,21,2015,3/21/2015,3/21/2015,0,RAPE,FELONY,,71,Brooklyn,NYPD,998749,181383,40.6645275,-73.94773929
710,2.02E+14,3/21/2015 21:30,Saturday,Mar,3,21,2015,2100,Mar,3,21,2015,3/21/2015,3/21/2015,0,RAPE,FELONY,I,81,Brooklyn,NYPD,1005218,190528,40.6896155,-73.92439311
711,2.02E+14,3/22/2015 2:25,Sunday,Mar,3,22,2015,200,Mar,3,23,2015,3/22/2015,3/23/2015,1,RAPE,FELONY,E,71,Brooklyn,NYPD,998749,181383,40.6645275,-73.94773929
712,2.02E+14,3/22/2015 5:00,Sunday,Mar,3,22,2015,500,Mar,3,22,2015,3/22/2015,3/22/2015,0,RAPE,FELONY,D,67,Brooklyn,NYPD,998032,175598,40.64865009,-73.95033556
713,2.02E+14,3/22/2015 19:00,Sunday,Mar,3,22,2015,1900,Mar,3,23,2015,3/22/2015,3/23/2015,1,RAPE,FELONY,A,94,Brooklyn,NYPD-HOUSING BUREAU,997313,204100,40.72688262,-73.95287135
714,2.02E+14,3/22/2015 19:55,Sunday,Mar,3,22,2015,1900,Mar,3,23,2015,3/22/2015,3/23/2015,1,RAPE,FELONY,J,77,Brooklyn,NYPD-HOUSING BUREAU,1003606,185050,40.67458331,-73.93022154
715,2.02E+14,3/22/2015 23:30,Sunday,Mar,3,22,2015,2300,Mar,3,23,2015,3/22/2015,3/23/2015,1,RAPE,FELONY,H,115,Queens,NYPD,1018699,215043,40.75686098,-73.87565666
716,2.02E+14,3/23/2015 0:01,Monday,Mar,3,23,2015,0,Mar,3,24,2015,3/23/2015,3/24/2015,1,RAPE,FELONY,A,104,Queens,NYPD,1013764,195875,40.70426739,-73.89355376
717,2.02E+14,3/23/2015 19:00,Monday,Mar,3,23,2015,1900,Mar,3,24,2015,3/23/2015,3/24/2015,1,RAPE,FELONY,C,115,Queens,NYPD,1018699,215043,40.75686098,-73.87565666
718,2.02E+14,3/23/2015 22:00,Monday,Mar,3,23,2015,2200,Mar,3,24,2015,3/23/2015,3/24/2015,1,RAPE,FELONY,B,67,Brooklyn,NYPD,998032,175598,40.64865009,-73.95033556
719,2.02E+14,3/24/2015 0:49,Tuesday,Mar,3,24,2015,0,Mar,3,24,2015,3/24/2015,3/24/2015,0,RAPE,FELONY,D,75,Brooklyn,NYPD,1017141,183798,40.67110691,-73.88143296
720,2.02E+14,3/25/2015 4:40,Wednesday,Mar,3,25,2015,400,Mar,3,25,2015,3/25/2015,3/25/2015,0,RAPE,FELONY,H,23,Manhattan,NYPD-HOUSING BUREAU,998730,226827,40.78926022,-73.94771
721,2.02E+14,3/25/2015 5:19,Wednesday,Mar,3,25,2015,500,Mar,3,25,2015,3/25/2015,3/25/2015,0,RAPE,FELONY,I,46,Bronx,NYPD,1011881,250411,40.85396027,-73.90012088
722,2.02E+14,3/25/2015 12:20,Wednesday,Mar,3,25,2015,1200,Mar,3,25,2015,3/25/2015,3/25/2015,0,RAPE,FELONY,E,68,Brooklyn,NYPD,978016,172087,40.63902167,-74.02246352
723,2.02E+14,3/25/2015 21:00,Wednesday,Mar,3,25,2015,2100,Mar,3,26,2015,3/25/2015,3/26/2015,1,RAPE,FELONY,A,46,Bronx,NYPD,1011881,250411,40.85396027,-73.90012088
724,2.02E+14,3/25/2015 23:55,Wednesday,Mar,3,25,2015,2300,Mar,3,26,2015,3/25/2015,3/26/2015,1,RAPE,FELONY,A,90,Brooklyn,NYPD,997843,196573,40.70622201,-73.95097436
725,2.02E+14,3/26/2015 5:00,Thursday,Mar,3,26,2015,500,Apr,4,29,2015,3/26/2015,4/29/2015,34,RAPE,FELONY,E,18,Manhattan,NYPD,988353,217918,40.76481827,-73.98518977
726,2.02E+14,3/26/2015 16:00,Thursday,Mar,3,26,2015,1600,Mar,3,27,2015,3/26/2015,3/27/2015,1,RAPE,FELONY,H,73,Brooklyn,NYPD-HOUSING BUREAU,1008276,183623,40.67065507,-73.91339092
727,2.02E+14,3/27/2015 2:30,Friday,Mar,3,27,2015,200,Mar,3,31,2015,3/27/2015,3/31/2015,4,RAPE,FELONY,E,18,Manhattan,NYPD,988353,217918,40.76481827,-73.98518977
