OBJECTID,Identifier,OccurrenceDate,DayofWeek,OccurrenceMonth,,OccurrenceDay,OccurrenceYear,OccurrenceHour,CompStatMonth,,CompStatDay,CompStatYear,Start Date,End Date,Date gap,Offense,OffenseClassification,Sector,Precinct,Borough,Jurisdiction,XCoordinate,YCoordinate,Latitude,Longitude
728,2.02E+14,3/27/2015 8:00,Friday,Mar,3,27,2015,800,Mar,3,31,2015,3/27/2015,3/31/2015,4,RAPE,FELONY,A,9,Manhattan,NYPD,987624,203977,40.72655402,-73.98782843
729,2.02E+14,3/28/2015 0:00,Saturday,Mar,3,28,2015,0,Mar,3,28,2015,3/28/2015,3/28/2015,0,RAPE,FELONY,A,49,Bronx,NYPD,1027295,251236,40.85616296,-73.84439712
730,2.02E+14,3/28/2015 8:00,Saturday,Mar,3,28,2015,800,Mar,3,28,2015,3/28/2015,3/28/2015,0,RAPE,FELONY,B,52,Bronx,NYPD,1017542,255919,40.86905853,-73.87963015
731,2.02E+14,3/28/2015 11:30,Saturday,Mar,3,28,2015,1100,Mar,3,30,2015,3/28/2015,3/30/2015,2,RAPE,FELONY,D,70,Brooklyn,NYPD,991547,168934,40.63036655,-73.97371261
732,2.02E+14,3/28/2015 20:30,Saturday,Mar,3,28,2015,2000,Mar,3,29,2015,3/28/2015,3/29/2015,1,RAPE,FELONY,E,107,Queens,NYPD,1036790,205267,40.72993936,-73.81043314
733,2.02E+14,3/28/2015 23:30,Saturday,Mar,3,28,2015,2300,Mar,3,29,2015,3/28/2015,3/29/2015,1,RAPE,FELONY,I,47,Bronx,NYPD,1026387,262634,40.88745131,-73.84760779
734,2.02E+14,3/29/2015 11:00,Sunday,Mar,3,29,2015,1100,Apr,4,1,2015,3/29/2015,4/1/2015,3,RAPE,FELONY,P,114,Queens,NYPD-HOUSING BUREAU,1007654,219564,40.76930609,-73.91550818
735,2.02E+14,3/30/2015 1:15,Monday,Mar,3,30,2015,100,Mar,3,30,2015,3/30/2015,3/30/2015,0,RAPE,FELONY,J,47,Bronx,NYPD,1026387,262634,40.88745131,-73.84760779
736,2.02E+14,3/30/2015 7:40,Monday,Mar,3,30,2015,700,Mar,3,30,2015,3/30/2015,3/30/2015,0,RAPE,FELONY,F,104,Queens,NYPD,1013764,195875,40.70426739,-73.89355376
737,2.02E+14,3/30/2015 15:00,Monday,Mar,3,30,2015,1500,Sep,9,13,2015,3/30/2015,9/13/2015,167,RAPE,FELONY,N,52,Bronx,NYPD,1017542,255919,40.86905853,-73.87963015
738,2.02E+14,3/30/2015 21:00,Monday,Mar,3,30,2015,2100,Apr,4,1,2015,3/30/2015,4/1/2015,2,RAPE,FELONY,A,106,Queens,NYPD,1028713,187853,40.6821864,-73.83969048
739,2.02E+14,3/31/2015 4:30,Tuesday,Mar,3,31,2015,400,Mar,3,31,2015,3/31/2015,3/31/2015,0,RAPE,FELONY,E,42,Bronx,NYPD,1008798,238971,40.82256992,-73.91130717
740,2.02E+14,3/31/2015 5:00,Tuesday,Mar,3,31,2015,500,Mar,3,31,2015,3/31/2015,3/31/2015,0,RAPE,FELONY,G,42,Bronx,NYPD,1008798,238971,40.82256992,-73.91130717
741,2.02E+14,4/1/2015 0:01,Wednesday,Apr,4,1,2015,0,Jul,7,23,2015,4/1/2015,7/23/2015,113,RAPE,FELONY,F,30,Manhattan,NYPD,999794,241252,40.82885105,-73.94383419
742,2.02E+14,4/1/2015 0:01,Wednesday,Apr,4,1,2015,0,May,5,28,2015,4/1/2015,5/28/2015,57,RAPE,FELONY,T,44,Bronx,NYPD,1006434,244344,40.83732351,-73.91983076
743,2.02E+14,4/1/2015 12:00,Wednesday,Apr,4,1,2015,1200,May,5,1,2015,4/1/2015,5/1/2015,30,RAPE,FELONY,G,108,Queens,NYPD,996793,210001,40.74308017,-73.95473646
744,2.02E+14,4/1/2015 19:00,Wednesday,Apr,4,1,2015,1900,Apr,4,4,2015,4/1/2015,4/4/2015,3,RAPE,FELONY,G,83,Brooklyn,NYPD,1006965,193571,40.69796352,-73.91808336
745,2.02E+14,4/1/2015 23:59,Wednesday,Apr,4,1,2015,2300,Aug,8,3,2015,4/1/2015,8/3/2015,124,RAPE,FELONY,B,47,Bronx,NYPD,1026387,262634,40.88745131,-73.84760779
746,2.02E+14,4/2/2015 20:00,Thursday,Apr,4,2,2015,2000,Apr,4,3,2015,4/2/2015,4/3/2015,1,RAPE,FELONY,I,13,Manhattan,NYPD,988874,207673,40.73669807,-73.98331603
747,2.02E+14,4/3/2015 0:30,Friday,Apr,4,3,2015,0,Apr,4,7,2015,4/3/2015,4/7/2015,4,RAPE,FELONY,B,90,Brooklyn,NYPD,997843,196573,40.70622201,-73.95097436
748,2.02E+14,4/3/2015 20:30,Friday,Apr,4,3,2015,2000,Apr,4,4,2015,4/3/2015,4/4/2015,1,RAPE,FELONY,B,112,Queens,NYPD,1025420,202485,40.72236369,-73.85147389
749,2.02E+14,4/4/2015 0:30,Saturday,Apr,4,4,2015,0,Apr,4,10,2015,4/4/2015,4/10/2015,6,RAPE,FELONY,D,13,Manhattan,NYPD,988874,207673,40.73669807,-73.98331603
750,2.02E+14,4/4/2015 4:00,Saturday,Apr,4,4,2015,400,Apr,4,5,2015,4/4/2015,4/5/2015,1,RAPE,FELONY,B,103,Queens,NYPD,1041749,196938,40.70704748,-73.7926119
751,2.02E+14,4/4/2015 17:00,Saturday,Apr,4,4,2015,1700,Apr,4,6,2015,4/4/2015,4/6/2015,2,RAPE,FELONY,B,60,Brooklyn,NYPD,990922,149184,40.5761573,-73.9759838
752,2.02E+14,4/4/2015 22:00,Saturday,Apr,4,4,2015,2200,Apr,4,15,2015,4/4/2015,4/15/2015,11,RAPE,FELONY,H,84,Brooklyn,NYPD,989013,192652,40.69546894,-73.98282508
753,2.02E+14,4/5/2015 2:00,Sunday,Apr,4,5,2015,200,Apr,4,5,2015,4/5/2015,4/5/2015,0,RAPE,FELONY,D,25,Manhattan,NYPD,1000555,230994,40.80069433,-73.94110929
754,2.02E+14,4/6/2015 0:01,Monday,Apr,4,6,2015,0,Aug,8,28,2015,4/6/2015,8/28/2015,144,RAPE,FELONY,I,110,Queens,NYPD,1020255,210816,40.74525274,-73.87006287
755,2.02E+14,4/6/2015 0:01,Monday,Apr,4,6,2015,0,Jun,6,18,2015,4/6/2015,6/18/2015,73,RAPE,FELONY,D,69,Brooklyn,NYPD,1010641,175525,40.64842112,-73.90489711
756,2.02E+14,4/6/2015 2:30,Monday,Apr,4,6,2015,200,Apr,4,6,2015,4/6/2015,4/6/2015,0,RAPE,FELONY,C,33,Manhattan,NYPD,1001936,245282,40.8399082,-73.93608359
757,2.02E+14,4/6/2015 9:00,Monday,Apr,4,6,2015,900,Apr,4,7,2015,4/6/2015,4/7/2015,1,RAPE,FELONY,B,103,Queens,NYPD,1041749,196938,40.70704748,-73.7926119
758,2.02E+14,4/6/2015 15:00,Monday,Apr,4,6,2015,1500,Apr,4,16,2015,4/6/2015,4/16/2015,10,RAPE,FELONY,B,105,Queens,NYPD,1057636,203954,40.72618713,-73.7352339
759,2.02E+14,4/6/2015 18:30,Monday,Apr,4,6,2015,1800,Apr,4,7,2015,4/6/2015,4/7/2015,1,RAPE,FELONY,G,42,Bronx,NYPD,1008798,238971,40.82256992,-73.91130717
760,2.02E+14,4/6/2015 23:00,Monday,Apr,4,6,2015,2300,Apr,4,7,2015,4/6/2015,4/7/2015,1,RAPE,FELONY,F,115,Queens,NYPD,1018699,215043,40.75686098,-73.87565666
761,2.02E+14,4/7/2015 15:40,Tuesday,Apr,4,7,2015,1500,Apr,4,7,2015,4/7/2015,4/7/2015,0,RAPE,FELONY,B,48,Bronx,NYPD,1011779,246746,40.84390126,-73.90050463
762,2.02E+14,4/8/2015 16:20,Wednesday,Apr,4,8,2015,1600,Apr,4,9,2015,4/8/2015,4/9/2015,1,RAPE,FELONY,E,10,Manhattan,NYPD,984623,209859,40.7426993,-73.99865538
763,2.02E+14,4/9/2015 4:15,Thursday,Apr,4,9,2015,400,Apr,4,9,2015,4/9/2015,4/9/2015,0,RAPE,FELONY,H,43,Bronx,NYPD,1020316,239179,40.8231013,-73.86969046
764,2.02E+14,4/11/2015 4:00,Saturday,Apr,4,11,2015,400,Apr,4,11,2015,4/11/2015,4/11/2015,0,RAPE,FELONY,H,43,Bronx,NYPD-HOUSING BUREAU,1020316,239179,40.8231013,-73.86969046
765,2.02E+14,4/11/2015 14:00,Saturday,Apr,4,11,2015,1400,Apr,4,15,2015,4/11/2015,4/15/2015,4,RAPE,FELONY,P,32,Manhattan,NYPD-HOUSING BUREAU,999358,236472,40.81573205,-73.94542041
766,2.02E+14,4/11/2015 19:42,Saturday,Apr,4,11,2015,1900,Apr,4,12,2015,4/11/2015,4/12/2015,1,RAPE,FELONY,D,13,Manhattan,NYPD,988874,207673,40.73669807,-73.98331603
767,2.02E+14,4/12/2015 3:00,Sunday,Apr,4,12,2015,300,Apr,4,18,2015,4/12/2015,4/18/2015,6,RAPE,FELONY,B,67,Brooklyn,NYPD,998032,175598,40.64865009,-73.95033556
768,2.02E+14,4/12/2015 20:10,Sunday,Apr,4,12,2015,2000,Apr,4,12,2015,4/12/2015,4/12/2015,0,RAPE,FELONY,,33,Manhattan,NYPD,1001936,245282,40.8399082,-73.93608359
769,2.02E+14,4/12/2015 20:50,Sunday,Apr,4,12,2015,2000,Apr,4,13,2015,4/12/2015,4/13/2015,1,RAPE,FELONY,F,26,Manhattan,NYPD,996241,236149,40.81485029,-73.95668185
770,2.02E+14,4/12/2015 21:00,Sunday,Apr,4,12,2015,2100,Apr,4,13,2015,4/12/2015,4/13/2015,1,RAPE,FELONY,K,113,Queens,NYPD,1046367,186986,40.67970041,-73.77604737
771,2.02E+14,4/13/2015 0:10,Monday,Apr,4,13,2015,0,Apr,4,13,2015,4/13/2015,4/13/2015,0,RAPE,FELONY,I,41,Bronx,NYPD,1013232,236725,40.81639185,-73.89529641
772,2.02E+14,4/13/2015 2:40,Monday,Apr,4,13,2015,200,Apr,4,14,2015,4/13/2015,4/14/2015,1,RAPE,FELONY,P,113,Queens,NYPD,1046367,186986,40.67970041,-73.77604737
773,2.02E+14,4/14/2015 1:00,Tuesday,Apr,4,14,2015,100,Apr,4,15,2015,4/14/2015,4/15/2015,1,RAPE,FELONY,H,108,Queens,NYPD,996793,210001,40.74308017,-73.95473646
774,2.02E+14,4/14/2015 17:30,Tuesday,Apr,4,14,2015,1700,Apr,4,17,2015,4/14/2015,4/17/2015,3,RAPE,FELONY,E,20,Manhattan,NYPD,991168,224929,40.78405987,-73.97502051
775,2.02E+14,4/15/2015 0:01,Wednesday,Apr,4,15,2015,0,Jun,6,5,2015,4/15/2015,6/5/2015,51,RAPE,FELONY,G,42,Bronx,NYPD-HOUSING BUREAU,1008798,238971,40.82256992,-73.91130717
776,2.02E+14,4/15/2015 5:00,Wednesday,Apr,4,15,2015,500,Apr,4,15,2015,4/15/2015,4/15/2015,0,RAPE,FELONY,N,67,Brooklyn,NYPD,998032,175598,40.64865009,-73.95033556
777,2.02E+14,4/15/2015 5:30,Wednesday,Apr,4,15,2015,500,Apr,4,15,2015,4/15/2015,4/15/2015,0,RAPE,FELONY,A,63,Brooklyn,NYPD,1000448,168068,40.62797776,-73.94164716
778,2.02E+14,4/15/2015 5:30,Wednesday,Apr,4,15,2015,500,Apr,4,15,2015,4/15/2015,4/15/2015,0,RAPE,FELONY,A,63,Brooklyn,NYPD,1000448,168068,40.62797776,-73.94164716
779,2.02E+14,4/16/2015 10:35,Thursday,Apr,4,16,2015,1000,Apr,4,17,2015,4/16/2015,4/17/2015,1,RAPE,FELONY,E,48,Bronx,NYPD,1011779,246746,40.84390126,-73.90050463
780,2.02E+14,4/17/2015 17:00,Friday,Apr,4,17,2015,1700,Apr,4,18,2015,4/17/2015,4/18/2015,1,RAPE,FELONY,G,88,Brooklyn,NYPD,995188,190691,40.69008097,-73.96055993
781,2.02E+14,4/17/2015 22:00,Friday,Apr,4,17,2015,2200,Aug,8,18,2015,4/17/2015,8/18/2015,123,RAPE,FELONY,B,61,Brooklyn,NYPD,995244,155739,40.59414517,-73.96041495
782,2.02E+14,4/17/2015 23:00,Friday,Apr,4,17,2015,2300,Apr,4,18,2015,4/17/2015,4/18/2015,1,RAPE,FELONY,I,104,Queens,NYPD,1013764,195875,40.70426739,-73.89355376
783,2.02E+14,4/17/2015 23:30,Friday,Apr,4,17,2015,2300,Apr,4,28,2015,4/17/2015,4/28/2015,11,RAPE,FELONY,F,10,Manhattan,NYPD,984623,209859,40.7426993,-73.99865538
784,2.02E+14,4/18/2015 0:00,Saturday,Apr,4,18,2015,0,May,5,16,2015,4/18/2015,5/16/2015,28,RAPE,FELONY,E,109,Queens,NYPD-HOUSING BUREAU,1032198,217060,40.76233422,-73.82691731
785,2.02E+14,4/18/2015 1:10,Saturday,Apr,4,18,2015,100,Apr,4,20,2015,4/18/2015,4/20/2015,2,RAPE,FELONY,E,1,Manhattan,NYPD,982285,201682,40.72025522,-74.00709028
786,2.02E+14,4/18/2015 3:35,Saturday,Apr,4,18,2015,300,Apr,4,18,2015,4/18/2015,4/18/2015,0,RAPE,FELONY,D,30,Manhattan,NYPD,999794,241252,40.82885105,-73.94383419
787,2.02E+14,4/18/2015 9:00,Saturday,Apr,4,18,2015,900,Apr,4,20,2015,4/18/2015,4/20/2015,2,RAPE,FELONY,C,107,Queens,NYPD,1036790,205267,40.72993936,-73.81043314
788,2.02E+14,4/18/2015 14:38,Saturday,Apr,4,18,2015,1400,Apr,4,18,2015,4/18/2015,4/18/2015,0,RAPE,FELONY,A,103,Queens,NYPD,1041749,196938,40.70704748,-73.7926119
789,2.02E+14,4/18/2015 17:00,Saturday,Apr,4,18,2015,1700,May,5,7,2015,4/18/2015,5/7/2015,19,RAPE,FELONY,D,10,Manhattan,NYPD-HOUSING BUREAU,984623,209859,40.7426993,-73.99865538
790,2.02E+14,4/19/2015 4:00,Sunday,Apr,4,19,2015,400,Apr,4,22,2015,4/19/2015,4/22/2015,3,RAPE,FELONY,J,18,Manhattan,NYPD,988353,217918,40.76481827,-73.98518977
791,2.02E+14,4/19/2015 4:45,Sunday,Apr,4,19,2015,400,Apr,4,20,2015,4/19/2015,4/20/2015,1,RAPE,FELONY,I,88,Brooklyn,NYPD,995188,190691,40.69008097,-73.96055993
792,2.02E+14,4/19/2015 5:00,Sunday,Apr,4,19,2015,500,May,5,3,2015,4/19/2015,5/3/2015,14,RAPE,FELONY,B,49,Bronx,NYPD,1027295,251236,40.85616296,-73.84439712
793,2.02E+14,4/19/2015 6:00,Sunday,Apr,4,19,2015,600,Apr,4,19,2015,4/19/2015,4/19/2015,0,RAPE,FELONY,C,46,Bronx,NYPD,1011881,250411,40.85396027,-73.90012088
794,2.02E+14,4/19/2015 22:30,Sunday,Apr,4,19,2015,2200,Apr,4,20,2015,4/19/2015,4/20/2015,1,RAPE,FELONY,J,105,Queens,NYPD,1057636,203954,40.72618713,-73.7352339
795,2.02E+14,4/20/2015 0:30,Monday,Apr,4,20,2015,0,Jul,7,31,2015,4/20/2015,7/31/2015,102,RAPE,FELONY,D,105,Queens,NYPD,1057636,203954,40.72618713,-73.7352339
796,2.02E+14,4/20/2015 9:30,Monday,Apr,4,20,2015,900,Apr,4,20,2015,4/20/2015,4/20/2015,0,RAPE,FELONY,N,67,Brooklyn,NYPD,998032,175598,40.64865009,-73.95033556
797,2.02E+14,4/20/2015 16:00,Monday,Apr,4,20,2015,1600,Apr,4,21,2015,4/20/2015,4/21/2015,1,RAPE,FELONY,H,42,Bronx,NYPD,1008798,238971,40.82256992,-73.91130717
798,2.02E+14,4/21/2015 0:00,Tuesday,Apr,4,21,2015,0,Jul,7,1,2015,4/21/2015,7/1/2015,71,RAPE,FELONY,A,23,Manhattan,NYPD,998730,226827,40.78926022,-73.94771
799,2.02E+14,4/21/2015 16:00,Tuesday,Apr,4,21,2015,1600,Apr,4,22,2015,4/21/2015,4/22/2015,1,RAPE,FELONY,K,114,Queens,NYPD,1007654,219564,40.76930609,-73.91550818
800,2.02E+14,4/22/2015 0:00,Wednesday,Apr,4,22,2015,0,Apr,4,30,2015,4/22/2015,4/30/2015,8,RAPE,FELONY,H,71,Brooklyn,NYPD,998749,181383,40.6645275,-73.94773929
801,2.02E+14,4/22/2015 0:00,Wednesday,Apr,4,22,2015,0,May,5,21,2015,4/22/2015,5/21/2015,29,RAPE,FELONY,A,73,Brooklyn,NYPD,1008276,183623,40.67065507,-73.91339092
802,2.02E+14,4/22/2015 15:20,Wednesday,Apr,4,22,2015,1500,Apr,4,22,2015,4/22/2015,4/22/2015,0,RAPE,FELONY,A,48,Bronx,NYPD,1011779,246746,40.84390126,-73.90050463
803,2.02E+14,4/22/2015 16:30,Wednesday,Apr,4,22,2015,1600,Apr,4,22,2015,4/22/2015,4/22/2015,0,RAPE,FELONY,K,75,Brooklyn,NYPD,1017141,183798,40.67110691,-73.88143296
804,2.02E+14,4/23/2015 12:00,Thursday,Apr,4,23,2015,1200,Aug,8,5,2015,4/23/2015,8/5/2015,104,RAPE,FELONY,E,7,Manhattan,NYPD,988708,200317,40.71650772,-73.9839199
805,2.02E+14,4/24/2015 18:00,Friday,Apr,4,24,2015,1800,Apr,4,29,2015,4/24/2015,4/29/2015,5,RAPE,FELONY,D,42,Bronx,NYPD,1008798,238971,40.82256992,-73.91130717
806,2.02E+14,4/25/2015 3:00,Saturday,Apr,4,25,2015,300,Apr,4,27,2015,4/25/2015,4/27/2015,2,RAPE,FELONY,E,32,Manhattan,NYPD,999358,236472,40.81573205,-73.94542041
807,2.02E+14,4/25/2015 12:00,Saturday,Apr,4,25,2015,1200,May,5,20,2015,4/25/2015,5/20/2015,25,RAPE,FELONY,C,75,Brooklyn,NYPD,1017141,183798,40.67110691,-73.88143296
808,2.02E+14,4/25/2015 17:00,Saturday,Apr,4,25,2015,1700,Apr,4,26,2015,4/25/2015,4/26/2015,1,RAPE,FELONY,H,50,Bronx,NYPD,1011257,261130,40.88338258,-73.90233331
809,2.02E+14,4/26/2015 7:00,Sunday,Apr,4,26,2015,700,Sep,9,6,2015,4/26/2015,9/6/2015,133,RAPE,FELONY,A,33,Manhattan,NYPD,1001936,245282,40.8399082,-73.93608359
810,2.02E+14,4/26/2015 7:27,Sunday,Apr,4,26,2015,700,Apr,4,27,2015,4/26/2015,4/27/2015,1,RAPE,FELONY,J,106,Queens,NYPD,1028713,187853,40.6821864,-73.83969048
811,2.02E+14,4/26/2015 8:50,Sunday,Apr,4,26,2015,800,Apr,4,26,2015,4/26/2015,4/26/2015,0,RAPE,FELONY,B,44,Bronx,NYPD,1006434,244344,40.83732351,-73.91983076
812,2.02E+14,4/26/2015 15:00,Sunday,Apr,4,26,2015,1500,Apr,4,26,2015,4/26/2015,4/26/2015,0,RAPE,FELONY,D,67,Brooklyn,NYPD,998032,175598,40.64865009,-73.95033556
813,2.02E+14,4/27/2015 1:35,Monday,Apr,4,27,2015,100,Apr,4,27,2015,4/27/2015,4/27/2015,0,RAPE,FELONY,K,75,Brooklyn,NYPD-HOUSING BUREAU,1017141,183798,40.67110691,-73.88143296
814,2.02E+14,4/27/2015 5:00,Monday,Apr,4,27,2015,500,Apr,4,29,2015,4/27/2015,4/29/2015,2,RAPE,FELONY,P,44,Bronx,NYPD,1006434,244344,40.83732351,-73.91983076
815,2.02E+14,4/27/2015 7:00,Monday,Apr,4,27,2015,700,Apr,4,28,2015,4/27/2015,4/28/2015,1,RAPE,FELONY,F,79,Brooklyn,NYPD-HOUSING BUREAU,999634,190253,40.68887215,-73.94452903
816,2.02E+14,4/27/2015 21:40,Monday,Apr,4,27,2015,2100,Apr,4,28,2015,4/27/2015,4/28/2015,1,RAPE,FELONY,E,75,Brooklyn,NYPD-HOUSING BUREAU,1017141,183798,40.67110691,-73.88143296
817,2.02E+14,4/28/2015 0:00,Tuesday,Apr,4,28,2015,0,Apr,4,28,2015,4/28/2015,4/28/2015,0,RAPE,FELONY,E,104,Queens,NYPD,1013764,195875,40.70426739,-73.89355376
818,2.02E+14,4/28/2015 0:01,Tuesday,Apr,4,28,2015,0,Apr,4,29,2015,4/28/2015,4/29/2015,1,RAPE,FELONY,G,72,Brooklyn,NYPD,983964,179071,40.65819343,-74.00103224
819,2.02E+14,4/28/2015 8:15,Tuesday,Apr,4,28,2015,800,Apr,4,28,2015,4/28/2015,4/28/2015,0,RAPE,FELONY,B,13,Manhattan,NYPD,988874,207673,40.73669807,-73.98331603
820,2.02E+14,4/28/2015 10:45,Tuesday,Apr,4,28,2015,1000,Apr,4,28,2015,4/28/2015,4/28/2015,0,RAPE,FELONY,P,73,Brooklyn,NYPD,1008276,183623,40.67065507,-73.91339092
821,2.02E+14,4/29/2015 12:00,Wednesday,Apr,4,29,2015,1200,May,5,3,2015,4/29/2015,5/3/2015,4,RAPE,FELONY,I,67,Brooklyn,NYPD,998032,175598,40.64865009,-73.95033556
822,2.02E+14,4/29/2015 22:45,Wednesday,Apr,4,29,2015,2200,Apr,4,30,2015,4/29/2015,4/30/2015,1,RAPE,FELONY,C,60,Brooklyn,NYPD,990922,149184,40.5761573,-73.9759838
823,2.02E+14,4/30/2015 3:00,Thursday,Apr,4,30,2015,300,May,5,7,2015,4/30/2015,5/7/2015,7,RAPE,FELONY,E,101,Queens,NYPD,1053678,159044,40.60295159,-73.74997626
824,2.02E+14,4/30/2015 22:00,Thursday,Apr,4,30,2015,2200,May,5,1,2015,4/30/2015,5/1/2015,1,RAPE,FELONY,B,52,Bronx,NYPD,1017542,255919,40.86905853,-73.87963015
825,2.02E+14,5/1/2015 0:00,Friday,May,5,1,2015,0,Sep,9,9,2015,5/1/2015,9/9/2015,131,RAPE,FELONY,F,104,Queens,NYPD,1013764,195875,40.70426739,-73.89355376
826,2.02E+14,5/1/2015 22:45,Friday,May,5,1,2015,2200,Jun,6,2,2015,5/1/2015,6/2/2015,32,RAPE,FELONY,J,75,Brooklyn,NYPD,1017141,183798,40.67110691,-73.88143296
827,2.02E+14,5/1/2015 23:00,Friday,May,5,1,2015,2300,May,5,4,2015,5/1/2015,5/4/2015,3,RAPE,FELONY,A,121,Staten Island,NYPD,942428,166536,40.62368882,-74.15065813
828,2.02E+14,5/2/2015 1:00,Saturday,May,5,2,2015,100,May,5,7,2015,5/2/2015,5/7/2015,5,RAPE,FELONY,H,49,Bronx,NYPD,1027295,251236,40.85616296,-73.84439712
829,2.02E+14,5/2/2015 2:00,Saturday,May,5,2,2015,200,May,5,2,2015,5/2/2015,5/2/2015,0,RAPE,FELONY,D,9,Manhattan,NYPD,987624,203977,40.72655402,-73.98782843
830,2.02E+14,5/2/2015 2:00,Saturday,May,5,2,2015,200,May,5,5,2015,5/2/2015,5/5/2015,3,RAPE,FELONY,C,23,Manhattan,NYPD,998730,226827,40.78926022,-73.94771
831,2.02E+14,5/2/2015 11:30,Saturday,May,5,2,2015,1100,May,5,2,2015,5/2/2015,5/2/2015,0,RAPE,FELONY,E,7,Manhattan,NYPD,988708,200317,40.71650772,-73.9839199
832,2.02E+14,5/3/2015 2:30,Sunday,May,5,3,2015,200,May,5,9,2015,5/3/2015,5/9/2015,6,RAPE,FELONY,A,114,Queens,NYPD,1007654,219564,40.76930609,-73.91550818
833,2.02E+14,5/3/2015 6:00,Sunday,May,5,3,2015,600,May,5,8,2015,5/3/2015,5/8/2015,5,RAPE,FELONY,B,43,Bronx,NYPD,1020316,239179,40.8231013,-73.86969046
834,2.02E+14,5/3/2015 20:17,Sunday,May,5,3,2015,2000,May,5,7,2015,5/3/2015,5/7/2015,4,RAPE,FELONY,H,110,Queens,NYPD,1020255,210816,40.74525274,-73.87006287
835,2.02E+14,5/4/2015 1:00,Monday,May,5,4,2015,100,May,5,4,2015,5/4/2015,5/4/2015,0,RAPE,FELONY,C,43,Bronx,NYPD,1020316,239179,40.8231013,-73.86969046
836,2.02E+14,5/4/2015 4:00,Monday,May,5,4,2015,400,May,5,7,2015,5/4/2015,5/7/2015,3,RAPE,FELONY,P,114,Queens,NYPD-HOUSING BUREAU,1007654,219564,40.76930609,-73.91550818
837,2.02E+14,5/4/2015 17:14,Monday,May,5,4,2015,1700,May,5,4,2015,5/4/2015,5/4/2015,0,RAPE,FELONY,D,110,Queens,NYPD,1020255,210816,40.74525274,-73.87006287
838,2.02E+14,5/4/2015 20:00,Monday,May,5,4,2015,2000,May,5,21,2015,5/4/2015,5/21/2015,17,RAPE,FELONY,B,83,Brooklyn,NYPD,1006965,193571,40.69796352,-73.91808336
839,2.02E+14,5/5/2015 0:58,Tuesday,May,5,5,2015,0,May,5,5,2015,5/5/2015,5/5/2015,0,RAPE,FELONY,,20,Manhattan,NYPD,991168,224929,40.78405987,-73.97502051
840,2.02E+14,5/5/2015 1:00,Tuesday,May,5,5,2015,100,May,5,8,2015,5/5/2015,5/8/2015,3,RAPE,FELONY,H,52,Bronx,NYPD,1017542,255919,40.86905853,-73.87963015
841,2.02E+14,5/5/2015 2:15,Tuesday,May,5,5,2015,200,May,5,5,2015,5/5/2015,5/5/2015,0,RAPE,FELONY,J,70,Brooklyn,NYPD,991547,168934,40.63036655,-73.97371261
842,2.02E+14,5/5/2015 12:00,Tuesday,May,5,5,2015,1200,May,5,6,2015,5/5/2015,5/6/2015,1,RAPE,FELONY,N,113,Queens,NYPD,1046367,186986,40.67970041,-73.77604737
843,2.02E+14,5/6/2015 0:01,Wednesday,May,5,6,2015,0,May,5,6,2015,5/6/2015,5/6/2015,0,RAPE,FELONY,A,103,Queens,NYPD,1041749,196938,40.70704748,-73.7926119
844,2.02E+14,5/6/2015 0:20,Wednesday,May,5,6,2015,0,May,5,6,2015,5/6/2015,5/6/2015,0,RAPE,FELONY,D,48,Bronx,NYPD,1011779,246746,40.84390126,-73.90050463
845,2.02E+14,5/6/2015 15:00,Wednesday,May,5,6,2015,1500,May,5,25,2015,5/6/2015,5/25/2015,19,RAPE,FELONY,K,32,Manhattan,NYPD-HOUSING BUREAU,999358,236472,40.81573205,-73.94542041
846,2.02E+14,5/7/2015 13:00,Thursday,May,5,7,2015,1300,May,5,30,2015,5/7/2015,5/30/2015,23,RAPE,FELONY,B,24,Manhattan,NYPD-HOUSING BUREAU,993336,229488,40.79657114,-73.96718569
847,2.02E+14,5/7/2015 17:00,Thursday,May,5,7,2015,1700,May,5,17,2015,5/7/2015,5/17/2015,10,RAPE,FELONY,B,33,Manhattan,NYPD,1001936,245282,40.8399082,-73.93608359
848,2.02E+14,5/7/2015 17:00,Thursday,May,5,7,2015,1700,May,5,13,2015,5/7/2015,5/13/2015,6,RAPE,FELONY,I,67,Brooklyn,NYPD,998032,175598,40.64865009,-73.95033556
849,2.02E+14,5/7/2015 22:00,Thursday,May,5,7,2015,2200,May,5,13,2015,5/7/2015,5/13/2015,6,RAPE,FELONY,J,81,Brooklyn,NYPD-HOUSING BUREAU,1005218,190528,40.6896155,-73.92439311
850,2.02E+14,5/8/2015 0:01,Friday,May,5,8,2015,0,May,5,15,2015,5/8/2015,5/15/2015,7,RAPE,FELONY,E,120,Staten Island,NYPD,962748,174174,40.64472613,-74.07748316
851,2.02E+14,5/8/2015 20:00,Friday,May,5,8,2015,2000,May,5,11,2015,5/8/2015,5/11/2015,3,RAPE,FELONY,F,69,Brooklyn,NYPD-HOUSING BUREAU,1010641,175525,40.64842112,-73.90489711
852,2.02E+14,5/9/2015 2:30,Saturday,May,5,9,2015,200,Jun,6,6,2015,5/9/2015,6/6/2015,28,RAPE,FELONY,E,19,Manhattan,NYPD,994276,218779,40.76717676,-73.96380668
853,2.02E+14,5/9/2015 4:30,Saturday,May,5,9,2015,400,May,5,9,2015,5/9/2015,5/9/2015,0,RAPE,FELONY,A,28,Manhattan,NYPD-HOUSING BUREAU,997376,233927,40.8087499,-73.95258581
